Date,Name,Year,Letterboxd URI,Rating
2023-07-05,Aladdin,2019,https://boxd.it/eSjy,3
2023-07-06,The 40 Year Old Virgin,2005,https://boxd.it/21hK,3
2023-07-08,Ready Player One,2018,https://boxd.it/aZes,4
2023-07-11,Arrival,2016,https://boxd.it/aNGk,4.5
2023-07-11,Son of Satyamurthy,2015,https://boxd.it/b0uw,3
2023-07-11,Nenu Local,2017,https://boxd.it/fBb0,3.5
2023-07-11,John Wick: Chapter 2,2017,https://boxd.it/ayGu,3
2023-07-11,Si 3,2017,https://boxd.it/d5cm,2.5
2023-07-11,Luckunnodu,2017,https://boxd.it/fEMI,2
2023-07-11,Khaidi No. 150,2017,https://boxd.it/exjs,2.5
2023-07-11,Shatamanam Bhavati,2017,https://boxd.it/fsk8,3
2023-07-11,Gautamiputra Satakarni,2017,https://boxd.it/fpMy,2
2023-07-11,Appatlo Okadundevadu,2016,https://boxd.it/fpBq,4
2023-07-11,Dhuruvangal Pathinaaru,2016,https://boxd.it/eCLG,4
2023-07-11,Dangal,2016,https://boxd.it/chfU,3.5
2023-07-11,Ekkadiki Pothavu Chinnavada,2016,https://boxd.it/f6Bc,3
2023-07-11,Fantastic Beasts and Where to Find Them,2016,https://boxd.it/7FPC,3.5
2023-07-11,Saahasam Swaasaga Saagipo,2016,https://boxd.it/dVek,3.5
2023-07-11,Kaashmora,2016,https://boxd.it/cT1c,2.5
2023-07-11,Doctor Strange,2016,https://boxd.it/8MH8,3.5
2023-07-11,Ism,2016,https://boxd.it/eWHO,2
2023-07-11,Remo,2016,https://boxd.it/e9Pk,3
2023-07-11,Dhruva,2016,https://boxd.it/etYQ,4
2023-07-11,M.S. Dhoni: The Untold Story,2016,https://boxd.it/dyem,4.5
2023-07-11,Hyper,2016,https://boxd.it/eOfC,2
2023-07-11,Majnu,2016,https://boxd.it/epDu,3
2023-07-11,Nirmala Convent,2016,https://boxd.it/ePay,2
2023-07-11,Premam,2016,https://boxd.it/epDE,3
2023-07-11,Jyo Achyutananda,2016,https://boxd.it/eKZQ,3.5
2023-07-11,Oppam,2016,https://boxd.it/eegu,3.5
2023-07-11,Janatha Garage,2016,https://boxd.it/ehpu,3
2023-07-11,Babu Bangaram,2016,https://boxd.it/esT6,2.5
2023-07-11,Manamantha,2016,https://boxd.it/esLw,3.5
2023-07-11,Suicide Squad,2016,https://boxd.it/9row,3
2023-07-11,Gentleman,2016,https://boxd.it/e23e,3
2023-07-11,Now You See Me 2,2016,https://boxd.it/99fw,2.5
2023-07-11,A Aa,2016,https://boxd.it/cVkA,3
2023-07-11,24,2016,https://boxd.it/cKPi,3.5
2023-07-11,Supreme,2016,https://boxd.it/dSm6,3
2023-07-11,Theri,2016,https://boxd.it/cPGq,2.5
2023-07-11,Captain America: Civil War,2016,https://boxd.it/89Ja,4
2023-07-11,Sarrainodu,2016,https://boxd.it/d1BC,3
2023-07-11,Kali,2016,https://boxd.it/dEZo,3.5
2023-07-11,Run,2016,https://boxd.it/ffi4,1.5
2023-07-11,Oopiri,2016,https://boxd.it/cPiy,4
2023-07-11,Batman v Superman: Dawn of Justice,2016,https://boxd.it/6fBW,3.5
2023-07-11,Pichaikkaran,2016,https://boxd.it/dkw2,3.5
2023-07-11,Kshanam,2016,https://boxd.it/dtxo,4
2023-07-11,Krishna Gaadi Veera Prema Gaadha,2016,https://boxd.it/doCo,3.5
2023-07-11,Zootopia,2016,https://boxd.it/84xS,4
2023-07-11,Deadpool,2016,https://boxd.it/9fOC,4
2023-07-11,Soggade Chinni Nayana,2016,https://boxd.it/daTK,2.5
2023-07-11,Express Raja,2016,https://boxd.it/daTg,4
2023-07-11,Nannaku Prematho...,2016,https://boxd.it/cDnG,3.5
2023-07-11,Nenu.. Sailaja...,2016,https://boxd.it/d6EG,3
2023-07-11,Soukhyam,2015,https://boxd.it/dUlY,2.5
2023-07-11,Pasanga 2,2015,https://boxd.it/cBag,3
2023-07-11,Loafer,2015,https://boxd.it/cTxi,2
2023-07-11,Inji Iduppazhagi,2015,https://boxd.it/c78a,2.5
2023-07-11,Kumari 21F,2015,https://boxd.it/cPvW,4
2023-07-11,Akhil,2015,https://boxd.it/cRWg,2
2023-07-11,Kanche,2015,https://boxd.it/cCgE,3
2023-07-11,Bruce Lee - The Fighter,2015,https://boxd.it/cBgo,2
2023-07-11,Raju Gari Gadhi,2015,https://boxd.it/ddbc,3
2023-07-11,Rudhramadevi,2015,https://boxd.it/a9Zm,2
2023-07-11,Shivam,2015,https://boxd.it/9Q2q,2.5
2023-07-11,Subramanyam For Sale,2015,https://boxd.it/d8bm,3
2023-07-11,The Man Who Knew Infinity,2015,https://boxd.it/bTpm,3
2023-07-11,Maya,2015,https://boxd.it/cfLO,3
2023-07-11,Bhale Bhale Magadivoy,2015,https://boxd.it/cJD6,3.5
2023-07-11,Kick 2,2015,https://boxd.it/cRqE,1.5
2023-07-11,Cinema Chupista Maava,2015,https://boxd.it/cNEM,3
2023-07-11,Srimanthudu,2015,https://boxd.it/bTA0,2.5
2023-07-11,James Bond,2015,https://boxd.it/cfzI,2
2023-07-11,Maari,2015,https://boxd.it/9ZFw,3
2023-07-11,Bajrangi Bhaijaan,2015,https://boxd.it/bIbo,3.5
2023-07-11,Bāhubali: The Beginning,2015,https://boxd.it/7y2y,3.5
2023-07-11,Ant-Man,2015,https://boxd.it/3vmW,3.5
2023-07-11,Kerintha,2015,https://boxd.it/bHL6,3
2023-07-11,Premam,2015,https://boxd.it/bod0,4
2023-07-11,Massu Engira Maasilamani,2015,https://boxd.it/aM7y,2.5
2023-07-11,Pandaga Chesko,2015,https://boxd.it/byb4,1.5
2023-07-11,Demonte Colony,2015,https://boxd.it/bmNU,3.5
2023-07-11,Dohchay,2015,https://boxd.it/b8GK,3
2023-07-11,Avengers: Age of Ultron,2015,https://boxd.it/3qi6,3
2023-07-11,O Kadhal Kanmani,2015,https://boxd.it/aM7I,4
2023-07-11,Detective Byomkesh Bakshy!,2015,https://boxd.it/anzM,4
2023-07-11,Jil,2015,https://boxd.it/aXmE,3
2023-07-11,Janda Pai Kapiraju,2015,https://boxd.it/7Rri,2
2023-07-11,Surya Vs Surya,2015,https://boxd.it/aXTI,3
2023-07-11,Bandipotu,2015,https://boxd.it/gFPK,2
2023-07-11,Fifty Shades of Grey,2015,https://boxd.it/6qLo,2
2023-07-11,Yennai Arindhaal,2015,https://boxd.it/9zp8,3
2023-07-11,Malli Malli Idhi Rani Roju,2015,https://boxd.it/aDao,3.5
2023-07-11,Pataas,2015,https://boxd.it/aT1C,3
2023-07-11,Gopala Gopala,2015,https://boxd.it/8xUG,3
2023-07-11,Chinnadana Nee Kosam,2014,https://boxd.it/9RNW,2
2023-07-11,Lingaa,2014,https://boxd.it/9xZe,2
2023-07-11,Lakshmi Raave Maa Intiki,2014,https://boxd.it/aS5S,1.5
2023-07-11,Pilla Nuvvu Leni Jeevitham,2014,https://boxd.it/9Gj2,3
2023-07-11,Interstellar: Nolan's Odyssey,2014,https://boxd.it/9BDG,4
2023-07-11,Karthikeya,2014,https://boxd.it/9xug,3.5
2023-07-11,Kaththi,2014,https://boxd.it/7Q9W,3.5
2023-07-11,Dikkulu Choodaku Ramayya,2014,https://boxd.it/9r8y,2
2023-07-11,Brother of Bommali,2014,https://boxd.it/9R72,1.5
2023-07-11,Govindudu Andarivaadele,2014,https://boxd.it/9m0E,2.5
2023-07-11,Gone Girl,2014,https://boxd.it/6hQu,4.5
2023-07-11,Loukyam,2014,https://boxd.it/9lZ2,3
2023-07-13,Dear Zindagi,2016,https://boxd.it/eAiM,3.5
2023-07-13,Other Side of the Box,2018,https://boxd.it/lXsa,4
2023-07-13,Power,2014,https://boxd.it/9aJ8,3
2023-07-13,Nightcrawler,2014,https://boxd.it/780m,4
2023-07-13,Anjaan,2014,https://boxd.it/8uE6,2
2023-07-13,Stand by Me Doraemon,2014,https://boxd.it/7VEK,3
2023-07-13,Geethanjali,2014,https://boxd.it/9Yf8,2.5
2023-07-13,Run Raja Run,2014,https://boxd.it/8OFy,4
2023-07-13,Guardians of the Galaxy,2014,https://boxd.it/3VH2,3.5
2023-07-13,Alludu Seenu,2014,https://boxd.it/ac8q,2.5
2023-07-13,Drushyam,2014,https://boxd.it/8xUQ,4.5
2023-07-13,Oohalu Gusagusalade,2014,https://boxd.it/8Dxo,4
2023-07-13,Jump Jilani,2014,https://boxd.it/eWH0,3
2023-07-13,Manam,2014,https://boxd.it/7rrw,3
2023-07-13,Kotha Janta,2014,https://boxd.it/6HMI,2.5
2023-07-13,Laddu Babu,2014,https://boxd.it/7RUO,2
2023-07-13,The Amazing Spider-Man 2,2014,https://boxd.it/3utM,3
2023-07-13,Race Gurram,2014,https://boxd.it/7N6A,4
2023-07-13,Hrudaya Kaleyam,2014,https://boxd.it/apJE,2.5
2023-07-13,Legend,2014,https://boxd.it/7MS4,2.5
2023-07-13,Captain America: The Winter Soldier,2014,https://boxd.it/3r58,4
2023-07-13,Aaha Kalyanam,2014,https://boxd.it/7nx6,2
2023-07-13,Autonagar Surya,2014,https://boxd.it/7rBw,3.5
2023-07-13,Yevadu,2014,https://boxd.it/6prM,2.5
2023-07-13,Uyyala Jampala,2013,https://boxd.it/7g76,3
2023-07-13,Venkatadri Express,2013,https://boxd.it/77uK,3.5
2023-07-13,Krrish 3,2013,https://boxd.it/68tm,2
2023-07-13,Masala,2013,https://boxd.it/7Rw8,2.5
2023-07-13,Doosukeltha,2013,https://boxd.it/75H8,2
2023-07-13,Her,2013,https://boxd.it/4O24,3.5
2023-07-13,Ramayya Vasthavayya,2013,https://boxd.it/6HMy,2
2023-07-13,Raja Rani,2013,https://boxd.it/6DKS,4
2023-07-13,Atharintiki Daaredi,2013,https://boxd.it/6Dmw,3.5
2023-07-13,Don Jon,2013,https://boxd.it/4sdk,3
2023-07-13,Enemy,2013,https://boxd.it/5xtO,4
2023-07-13,Zanjeer,2013,https://boxd.it/6v1K,2
2023-07-13,Prisoners,2013,https://boxd.it/4E5i,4
2023-07-13,Phineas and Ferb: Mission Marvel,2013,https://boxd.it/8MDq,4
2023-07-13,Chennai Express,2013,https://boxd.it/69tM,3.5
2023-07-13,Kevvu Keka,2013,https://boxd.it/6Fqg,3.5
2023-07-13,Sahasam,2013,https://boxd.it/6eDs,4.5
2023-07-13,Singam 2,2013,https://boxd.it/5N2a,3
2023-07-13,Balupu,2013,https://boxd.it/68jm,3
2023-07-13,Action 3D,2013,https://boxd.it/6DB2,2
2023-07-13,Man of Steel,2013,https://boxd.it/FRk,3.5
2023-07-13,Prema Katha Chitram,2013,https://boxd.it/61QS,3
2023-07-13,Iddarammayilatho,2013,https://boxd.it/5XOo,3
2023-07-13,Now You See Me,2013,https://boxd.it/2Bsu,3.5
2023-07-13,Tadakha,2013,https://boxd.it/68w6,2.5
2023-07-13,Mumbai Police,2013,https://boxd.it/5LJQ,3.5
2023-07-13,The Great Gatsby,2013,https://boxd.it/JY,3.5
2023-07-13,Shadow,2013,https://boxd.it/5xDE,2
2023-07-13,Gunde Jaari Gallanthayyinde,2013,https://boxd.it/5xDu,2.5
2023-07-13,Iron Man 3,2013,https://boxd.it/2cBQ,3
2023-07-13,Gouravam,2013,https://boxd.it/5Dn8,2.5
2023-07-13,Baadshah,2013,https://boxd.it/5xu8,3.5
2023-07-13,Swamy Ra Ra,2013,https://boxd.it/5xtY,3.5
2023-07-13,Jaffa,2013,https://boxd.it/5wcs,3
2023-07-13,Doraemon: Nobita's Secret Gadget Museum,2013,https://boxd.it/6uNS,3.5
2023-07-13,Mr.PelliKoduku,2013,https://boxd.it/6G20,3.5
2023-07-13,Mirchi,2013,https://boxd.it/5pUW,3
2023-07-13,Ongole Githa,2013,https://boxd.it/61hI,2
2023-07-13,Naayak,2013,https://boxd.it/5yZG,2
2023-07-13,Ko Antey Koti,2012,https://boxd.it/eBVA,1.5
2023-07-13,Yamudiki Mogudu,2012,https://boxd.it/5VEc,3
2023-07-13,Sarocharu,2012,https://boxd.it/61bq,2.5
2023-07-13,Django Unchained,2012,https://boxd.it/2cCk,4.5
2023-07-13,Talaash,2012,https://boxd.it/33ae,3.5
2023-07-13,Krishnam Vande Jagadgurum,2012,https://boxd.it/4F7Y,3
2023-07-13,Damarukam,2012,https://boxd.it/4CPI,2.5
2023-07-13,Thuppakki,2012,https://boxd.it/4yY2,4
2023-07-13,Dhenikaina Ready,2012,https://boxd.it/5hHq,2
2023-07-13,Cameraman Ganga Tho Rambabu,2012,https://boxd.it/4sf6,1.5
2023-07-13,Maattrraan,2012,https://boxd.it/4tIe,3.5
2023-07-13,Life of Pi,2012,https://boxd.it/37pC,3
2023-07-13,Rebel,2012,https://boxd.it/4nIM,2
2023-07-13,Avunu,2012,https://boxd.it/5p8e,3
2023-07-13,Life Is Beautiful,2012,https://boxd.it/4Tx2,3
2023-07-13,The Perks of Being a Wallflower,2012,https://boxd.it/2ZA8,4
2023-07-13,Shirdi Sai,2012,https://boxd.it/4rcq,3
2023-07-13,Sudigaadu,2012,https://boxd.it/4TwI,3.5
2023-07-13,Devudu Chesina Manushulu,2012,https://boxd.it/60lu,2
2023-07-13,Andala Rakshasi,2012,https://boxd.it/4R8k,3
2023-07-13,Julayi,2012,https://boxd.it/48eC,4
2023-07-13,The Dark Knight Rises,2012,https://boxd.it/H3m,3.5
2023-07-13,Eega,2012,https://boxd.it/4HhQ,3.5
2023-07-13,Ustad Hotel,2012,https://boxd.it/3UNy,3
2023-07-13,The Amazing Spider-Man,2012,https://boxd.it/27PI,3.5
2023-07-13,Endukante Premanta,2012,https://boxd.it/4Q18,3.5
2023-07-13,Daruvu,2012,https://boxd.it/4OEM,3
2023-07-13,Gabbar Singh,2012,https://boxd.it/3KKu,3
2023-07-13,Dhammu,2012,https://boxd.it/3NJu,2
2023-07-13,The Avengers,2012,https://boxd.it/1xFW,4
2023-07-13,Rachcha,2012,https://boxd.it/40ja,2
2023-07-13,3,2012,https://boxd.it/2M0G,3.5
2023-07-13,Lovely,2012,https://boxd.it/42WS,2
2023-07-13,Nuvva Nena,2012,https://boxd.it/4qck,3
2023-07-13,Ben 10: Destroy All Aliens,2012,https://boxd.it/3lEG,3.5
2023-07-13,Ishq,2012,https://boxd.it/3hQo,3.5
2023-07-13,Poola Rangadu,2012,https://boxd.it/3dUQ,3
2023-07-13,Nippu,2012,https://boxd.it/3xpe,2
2023-07-13,Journey 2: The Mysterious Island,2012,https://boxd.it/2o8m,2.5
2023-07-13,Bodyguard,2012,https://boxd.it/357G,2.5
2023-07-13,Nanban,2012,https://boxd.it/2hYK,3.5
2023-07-13,Businessman,2012,https://boxd.it/2WYm,4.5
2023-07-13,Panjaa,2011,https://boxd.it/2OgG,3.5
2023-07-13,Sri Rama Rajyam,2011,https://boxd.it/3iXK,3
2023-07-13,Oh My Friend,2011,https://boxd.it/3580,2.5
2023-07-13,Mogudu,2011,https://boxd.it/2PKW,2
2023-07-13,7Aum Arivu,2011,https://boxd.it/357Q,4
2023-07-13,Ra.One,2011,https://boxd.it/ZbS,3
2023-07-13,Pilla Zamindar,2011,https://boxd.it/32sw,4.5
2023-07-13,Oosaravelli,2011,https://boxd.it/2N8Q,3.5
2023-07-13,Madatha Kaaja,2011,https://boxd.it/32SY,2
2023-07-13,Engeyum Eppodhum,2011,https://boxd.it/2L7Q,3
2023-07-13,Mankatha,2011,https://boxd.it/2EwE,4
2023-07-13,Money Money More Money,2011,https://boxd.it/4q2a,2
2023-07-13,Kandireega,2011,https://boxd.it/358O,2.5
2023-07-13,Captain America: The First Avenger,2011,https://boxd.it/28b0,3
2023-07-13,Kanchana,2011,https://boxd.it/2ygg,3
2023-07-13,Key,2011,https://boxd.it/hG6o,3.5
2023-07-13,180,2011,https://boxd.it/4C8,2
2023-07-13,Drive,2011,https://boxd.it/IG,4.5
2023-07-13,Veera,2011,https://boxd.it/2uKQ,2
2023-07-13,Seema Tapakai,2011,https://boxd.it/2uKG,3.5
2023-07-13,Pirates of the Caribbean: On Stranger Tides,2011,https://boxd.it/27Z4,2.5
2023-07-13,100% Love,2011,https://boxd.it/8Zg,3.5
2023-07-13,Ko,2011,https://boxd.it/6p6,3.5
2023-07-13,Thor,2011,https://boxd.it/1WQU,2.5
2023-07-13,Mr. Perfect,2011,https://boxd.it/8ZA,3
2023-07-13,Aha Naa Pellanta,2011,https://boxd.it/2eDE,3
2023-07-13,Prema Kavali,2011,https://boxd.it/3prG,3
2023-07-13,Katha Screenplay Darsakatvam Appalaraju,2011,https://boxd.it/2Uno,3
2023-07-13,Gaganam,2011,https://boxd.it/hkw,3.5
2023-07-13,Vastadu Naa Raju,2011,https://boxd.it/2Mkc,2.5
2023-07-13,Wanted,2011,https://boxd.it/84He,3
2023-07-13,Ala Modalaindi,2011,https://boxd.it/nHG,3.5
2023-07-13,Golconda High School,2011,https://boxd.it/2fcO,3
2023-07-13,Mirapakay,2011,https://boxd.it/lZS,3
2023-07-13,Nagavalli,2010,https://boxd.it/2UZs,2
2023-07-13,Kathi Kanta Rao,2010,https://boxd.it/2H8q,3
2023-07-13,Rakht Charitra 2,2010,https://boxd.it/2j8w,4
2023-07-13,Orange,2010,https://boxd.it/m0c,3.5
2023-07-13,Love & Other Drugs,2010,https://boxd.it/UIi,4
2023-07-13,Rakht Charitra,2010,https://boxd.it/H32,3.5
2023-07-13,Brindavanam,2010,https://boxd.it/nLo,3
2023-07-13,Manasara...,2010,https://boxd.it/g422,2
2023-07-13,Khaleja,2010,https://boxd.it/nKK,4.5
2023-07-13,Enthiran,2010,https://boxd.it/4Hgo,4
2023-07-13,Bheemili Kabaddi Jattu,2010,https://boxd.it/61he,3
2023-07-13,Jhummandi Naadam,2010,https://boxd.it/3U2W,2
2023-07-13,Toy Story 3,2010,https://boxd.it/1WRe,4
2023-07-13,Vedam,2010,https://boxd.it/3myk,3
2023-07-13,Singam,2010,https://boxd.it/axI,3
2023-07-13,Andari Bandhuvaya,2010,https://boxd.it/2P1C,3
2023-07-13,Rama Rama Krishna Krishna,2010,https://boxd.it/858,2.5
2023-07-13,Simha,2010,https://boxd.it/umA,2
2023-07-13,Iron Man 2,2010,https://boxd.it/1WZM,2.5
2023-07-13,Darling,2010,https://boxd.it/8TM,3.5
2023-07-13,Prasthanam,2010,https://boxd.it/yM8,4
2023-07-13,Ye Maaya Chesave,2010,https://boxd.it/8Rw,4
2023-07-13,Leader,2010,https://boxd.it/sc4,3.5
2023-07-13,Shutter Island,2010,https://boxd.it/1U82,5
2023-07-13,Kedi,2010,https://boxd.it/ZC0,2.5
2023-07-13,My Name Is Khan,2010,https://boxd.it/1uD4,3.5
2023-07-13,Buried,2010,https://boxd.it/1tXC,3
2023-07-13,Aayirathil Oruvan,2010,https://boxd.it/2hP4,3
2023-07-13,Namo Venkatesa,2010,https://boxd.it/3iPc,3
2023-07-13,Shambo Shiva Shambo,2010,https://boxd.it/9SrM,3.5
2023-07-13,Adhurs,2010,https://boxd.it/15sq,3
2023-07-13,3 Idiots,2009,https://boxd.it/1Dsa,3.5
2023-07-13,Avatar,2009,https://boxd.it/1Efm,4
2023-07-13,Amaravathi,2009,https://boxd.it/pw10,2.5
2023-07-13,Aarya 2,2009,https://boxd.it/1djG,3.5
2023-07-13,Villagelo Vinayakudu,2009,https://boxd.it/8H5I,3
2023-07-13,Ek Niranjan,2009,https://boxd.it/16uM,2.5
2023-07-13,Bendu Apparao R.M.P,2009,https://boxd.it/3TxY,3
2023-07-13,Mahatma,2009,https://boxd.it/4pT8,3
2023-07-13,Zombieland,2009,https://boxd.it/1En6,3.5
2023-07-13,Ganesh,2009,https://boxd.it/2PDw,2.5
2023-07-13,Eenadu,2009,https://boxd.it/AUKU,3
2023-07-15,Anbe Sivam,2003,https://boxd.it/1sU8,4
2023-07-15,KM 9,2022,https://boxd.it/HejG,3
2023-07-16,Kaanekkaane,2021,https://boxd.it/wKiI,3
2023-07-16,Master,1997,https://boxd.it/8wUA,3
2023-07-16,12 Angry Men,1957,https://boxd.it/2auI,5
2023-07-16,Oldboy,2013,https://boxd.it/35AS,3
2023-07-16,Avane Srimannarayana,2019,https://boxd.it/nv4y,2.5
2023-07-17,Wake Up Sid,2009,https://boxd.it/1C8e,3.5
2023-07-18,Iratta,2023,https://boxd.it/zELA,3
2023-07-18,Ready or Not,2019,https://boxd.it/kOf0,3.5
2023-07-19,Back to the Future,1985,https://boxd.it/2b8e,5
2023-07-19,Back to the Future Part II,1989,https://boxd.it/2aYI,4
2023-07-20,Ajab Prem Ki Ghazab Kahani,2009,https://boxd.it/1wUm,3
2023-07-20,Back to the Future Part III,1990,https://boxd.it/2aTS,3.5
2023-07-20,The Usual Suspects,1995,https://boxd.it/29XE,5
2023-07-20,Scott Pilgrim vs. the World,2010,https://boxd.it/1Aq6,3
2023-07-20,It Chapter Two,2019,https://boxd.it/h10u,3
2023-07-22,Mission: Impossible,1996,https://boxd.it/29d2,3
2023-07-23,Eeram,2009,https://boxd.it/7XS,3
2023-07-23,Shankam,2009,https://boxd.it/1yMO,3
2023-07-23,Josh,2009,https://boxd.it/2tEs,3.5
2023-07-23,Anjaneyulu,2009,https://boxd.it/1yMu,3
2023-07-23,Snehituda,2009,https://boxd.it/3Gqq,2.5
2023-07-23,Magadheera,2009,https://boxd.it/1yMa,4
2023-07-23,Raju Maharaju,2009,https://boxd.it/9SqE,2.5
2023-07-23,Ride,2009,https://boxd.it/asFq,2.5
2023-07-23,Inglourious Basterds,2009,https://boxd.it/1JzG,4
2023-07-23,Kick,2009,https://boxd.it/f8y,4
2023-07-23,Ayan,2009,https://boxd.it/1E94,4
2023-07-23,Billa,2009,https://boxd.it/1yOA,2.5
2023-07-23,Drona,2009,https://boxd.it/6Hrg,2
2023-07-23,Konchem Ishtam Konchem Kashtam,2009,https://boxd.it/32tO,3.5
2023-07-23,Arundhati,2009,https://boxd.it/1iFW,3.5
2023-07-23,Maska,2009,https://boxd.it/2PJO,3
2023-07-23,Fitting Master,2009,https://boxd.it/2RWA,2.5
2023-07-23,Sasirekha Parinayam,2009,https://boxd.it/17rO,3.5
2023-07-23,King,2008,https://boxd.it/2pKm,3.5
2023-07-23,Abhiyum Naanum,2008,https://boxd.it/11l6,4
2023-07-23,Neninthe,2008,https://boxd.it/4qcO,3.5
2023-07-23,Dongala Bandi,2008,https://boxd.it/9Rti,3.5
2023-07-23,Rab Ne Bana Di Jodi,2008,https://boxd.it/1OOG,3
2023-07-23,Blade Babji,2008,https://boxd.it/2Poc,3.5
2023-07-23,Vinayakudu,2008,https://boxd.it/2S7e,2.5
2023-07-23,Vaaranam Aayiram,2008,https://boxd.it/15yo,4.5
2023-07-23,Chintakayala Ravi,2008,https://boxd.it/1B7O,3
2023-07-23,Ashta Chamma,2008,https://boxd.it/2PeQ,3.5
2023-07-23,Baladur,2008,https://boxd.it/3QgK,2.5
2023-07-23,Kuselan,2008,https://boxd.it/1S8k,3
2023-07-23,Ullasanga Utsahanga,2008,https://boxd.it/2TOe,3.5
2023-07-23,Hare Ram,2008,https://boxd.it/2PBK,2
2023-07-23,The Dark Knight,2008,https://boxd.it/2b0k,4.5
2023-07-23,Ready,2008,https://boxd.it/2vrq,3.5
2023-07-23,Souryam,2008,https://boxd.it/2mCk,3
2023-07-23,Bujjigaadu: Made in Chennai,2008,https://boxd.it/3Tvy,3
2023-07-23,Kantri,2008,https://boxd.it/2PB6,2
2023-07-23,Parugu,2008,https://boxd.it/1yNs,3
2023-07-23,Iron Man,2008,https://boxd.it/28dA,3
2023-07-23,Bommana Brothers Chandana Sisters,2008,https://boxd.it/3TxE,2
2023-07-23,Bhale Dongalu,2008,https://boxd.it/3NWe,3
2023-07-23,Kalidasu,2008,https://boxd.it/jjTG,2
2023-07-23,Jalsa,2008,https://boxd.it/2vs4,3.5
2023-07-23,Gamyam,2008,https://boxd.it/2Pq8,3.5
2023-07-23,Ontari,2008,https://boxd.it/4qbm,3
2023-07-23,Vaana,2008,https://boxd.it/8GY8,2.5
2023-07-23,Krishna,2008,https://boxd.it/2Pno,3
2023-07-23,Like Stars on Earth,2007,https://boxd.it/20SA,4
2023-07-23,Don,2007,https://boxd.it/1Vc,2.5
2023-07-23,Oppenheimer,2023,https://boxd.it/wUow,4.5
2023-07-24,Barbie,2023,https://boxd.it/bCLK,3
2023-07-24,Fall,2022,https://boxd.it/Bf6G,3
2023-07-24,Mayabazar,1957,https://boxd.it/4XfG,4
2023-07-24,The Godfather,1972,https://boxd.it/2aNK,4
2023-07-24,Taxi Driver,1976,https://boxd.it/2b8y,3.5
2023-07-24,The Blue Lagoon,1980,https://boxd.it/22KS,2
2023-07-24,Raiders of the Lost Ark,1981,https://boxd.it/2bbs,4
2023-07-24,Indiana Jones and the Temple of Doom,1984,https://boxd.it/2bb8,4
2023-07-24,Doraemon: Nobita's Little Star Wars,1985,https://boxd.it/52HU,3
2023-07-24,Veta,1986,https://boxd.it/8xAQ,3.5
2023-07-24,Chantabbai,1986,https://boxd.it/8xAm,3.5
2023-07-24,Padamati Sandhya Ragam,1987,https://boxd.it/e8FS,3
2023-07-24,Pasivadi Pranam,1987,https://boxd.it/8xze,3.5
2023-07-24,Swayamkrushi,1987,https://boxd.it/8xA2,3.5
2023-07-24,Yamudiki Mogudu,1988,https://boxd.it/8wYi,3
2023-07-24,Indiana Jones and the Last Crusade,1989,https://boxd.it/2baO,3.5
2023-07-24,Koduku Diddina Kapuram,1989,https://boxd.it/Bkvw,3
2023-07-24,Siva,1989,https://boxd.it/bYhW,4
2023-07-24,Shiva,1990,https://boxd.it/3FX4,4
2023-07-24,Doraemon: Nobita's Dorabian Nights,1991,https://boxd.it/5HFA,3
2023-07-24,Gang Leader,1991,https://boxd.it/2Jko,3
2023-07-24,Aditya 369,1991,https://boxd.it/8ChY,4
2023-07-24,Kshana Kshanam,1991,https://boxd.it/2PzY,4
2023-07-24,Chanti,1992,https://boxd.it/8y0O,3
2023-07-24,Doraemon: Nobita and the Kingdom of Clouds,1992,https://boxd.it/4l4A,3
2023-07-24,Sundara Kanda,1992,https://boxd.it/8y0u,3
2023-07-24,Rajendrudu Gajendrudu,1993,https://boxd.it/kdNY,3
2023-07-24,Money,1993,https://boxd.it/4iwm,3.5
2023-07-24,Mugguru Monagallu,1994,https://boxd.it/8wVy,3
2023-07-24,Doraemon: Nobita's Three Visionary Swordsmen,1994,https://boxd.it/52H6,3
2023-07-24,Hello Brother,1994,https://boxd.it/hV22,3
2023-07-24,Forrest Gump,1994,https://boxd.it/728,3.5
2023-07-24,Pedarayudu,1995,https://boxd.it/2JNK,3
2023-07-24,Sisindri,1995,https://boxd.it/9RC0,3
2023-07-24,Se7en,1995,https://boxd.it/29zs,4
2023-07-24,Toy Story,1995,https://boxd.it/29qA,4
2023-07-24,Jumanji,1995,https://boxd.it/1ZLI,4
2023-07-24,Doraemon: Nobita and the Galaxy Super-express,1996,https://boxd.it/3B2y,3
2023-07-24,Intlo Illalu Vantintlo Priyuralu,1996,https://boxd.it/8xYS,3.5
2023-07-24,Pavithra Bandham,1996,https://boxd.it/8xYI,3
2023-07-24,Anaganaga Oka Roju,1997,https://boxd.it/14X8,3.5
2023-07-24,Boogie Nights,1997,https://boxd.it/23um,3
2023-07-24,Titanic,1997,https://boxd.it/2a2k,4.5
2023-07-24,Aavida Maa Aavide,1998,https://boxd.it/3PTG,3
2023-07-24,Surya Vamsham,1998,https://boxd.it/8xY4,3.5
2023-07-24,The Truman Show,1998,https://boxd.it/18U8,4.5
2023-07-24,Ganesh,1998,https://boxd.it/1yN8,3
2023-07-24,Choodalani Vundi,1998,https://boxd.it/7Z6s,3
2023-07-24,Sneham Kosam,1999,https://boxd.it/i31G,3
2023-07-24,Raja,1999,https://boxd.it/80OK,3.5
