Date,Name,Year,Letterboxd URI,Rating,Rewatch,Review,Tags,Watched Date
2023-08-20,Superbad,2007,https://boxd.it/4IQnPt,4,,"<i><b>Ultimate Party Fun!</b>

<b>""</b>SuperBad"" is an absolute blast, a mix of fun and craziness. The movie's hilarious scenes will have you laughing out loud. Bill and Seth's characters are both insane and incredible, and their siren antics at red signals are a riot! 
P.S. Fogell had an unforgettable night compared to Seth and Evan.</i>",,2023-08-20
2023-08-21,The Polar Express,2004,https://boxd.it/4J72Rd,3,,"<b><i>Seeing is believing!</i></b>

""<i>The Polar Express"" takes you on a magical adventure. The train ride and the characters are captivating. It's a heartwarming movie that brings out the holiday spirit!""</i>",,2023-08-20
2023-08-23,Fight Club,1999,https://boxd.it/4JMZXB,5,Yes,"""<b><i>Watching 'Fight Club' Again – Still Hits Hard!""</i></b>

<i>Seeing ""Fight Club"" a few times, it's still really impactful. The story and characters stay strong. A movie that stays with you!""</i>",,2023-08-21
2023-08-23,L.A. Confidential,1997,https://boxd.it/4JPGDD,4,,"<i><b>An Absolute Banger!</b>

<b>""</b>L.A. Confidential"" kicks off strong with well-introduced characters and their motives. The gripping story uncovers police corruption and political intrigue. Russel Crowe, Kevin Spacey, and Guy Pearce deliver top-notch performances. The tight screenplay keeps you hooked. Overall, an excellent investigative thriller dealing with corruption and politics.</i>",,2023-08-22
2023-08-23,Before Sunrise,1995,https://boxd.it/4K3h7l,4.5,,"<i><b>A Beautiful Love Tale!</b>

<b>""</b>Before Sunrise"" stands as one of the finest love stories I've seen. The characters are beautifully portrayed. A favorite scene of mine is in the music store, where their glances speak volumes.</i>",,2023-08-23
2023-08-25,Baby,2023,https://boxd.it/4Knvsx,2.5,,"<i><b>Overdramatic!</b>

""Baby"" is an over-the-top, overdramatic, and overstretched conversational romance drama movie.In second half some of the emotional scenes are good other than that the movie is so overdramatic and had too long conversations between characters. I felt like the characters in the movie are too cheesy and immature. Coming to the performances, the lead actors acted really well. Especially, this is Anand Devarakonda's best work to date.Overall,this isn't the the best movie but not the worst one either.</i>",,2023-08-24
2023-08-25,Before Sunset,2004,https://boxd.it/4Kzxnj,4.5,,"<i><b>Absolutely magical!</b>

""Before Sunset"" is absolutely wonderful and magical for me. The characters have had very good conversations about the past of their lives and how they are feeling and what they wanted to do, and especially what they had missed in their life. For me, my favorite scene would be Celine singing a song about Jesse at the end.</i>",,2023-08-25
2023-08-27,Snowden,2016,https://boxd.it/4Lce4b,3,,"<b><i>Whistleblowing</i></b>

<i>The movie ""Snowden"" offers a riveting glimpse into the world of whistleblowing. Joseph Gordon-Levitt's portrayal of Edward Snowden is compelling, showcasing the challenges he faced. The film effectively captures the tension and ethical dilemmas surrounding government surveillance. A thought-provoking watch that prompts reflection on privacy and freedom in the digital age.</i>",,2023-08-26
2023-09-03,Little Miss Sunshine,2006,https://boxd.it/4Nkqeh,4,,"<i><b>Beautiful Every moment!</b>

""Little Miss Sunshine"" is crafted with heart. Every character in the movie embarks on a journey to find their happiness. All family members unite to fulfill Olive's dream of becoming Little Miss Sunshine, and on their way to the competition, they discover their purpose for a happy life. The best scene is when the family dances with Olive on stage. Regarding performances, everyone excelled. Overall, it's a heartwarming movie.</i>",,2023-09-03
2023-09-06,Ae Dil Hai Mushkil,2016,https://boxd.it/4O4wTx,2,,<i>Stopped after watching</i> <i>first half filled with over the top scenes and cringe scenes.</i>,,2023-09-06
2023-09-10,Jawan,2023,https://boxd.it/4P4V7x,3,,"<i><b>Spellbinding!</b>

""Jawan!"" presents a routine story exceptionally well with a tight screenplay. SRK's screen presence is consistently amazing throughout the movie. However, the film includes some over-the-top scenes that didn't work for me, and many scenes felt reminiscent of other films. The movie truly shines in its action sequences, particularly the scenes with Vikram Rathore, whose character is remarkably strong in every aspect.</i>",,2023-09-08
2023-09-10,Miss. Shetty Mr. Polishetty,2023,https://boxd.it/4P4VAz,3,,"<b>Entertaining!</b>
<i>
Miss.Shetty Mr.Polishetty is a well made rom-com with light hearted emotions.This film mostly runs from Anvita's point of view and has most screen time for Anvita.The time Naveen enters the screen he steals the show with his comedy timing and dominated the screen which ever the scene he is in.He will be the next big thing in Tollywood.The only minus in the film is with second half, it is a bit slow.Overall a fun filled movie with light hearted emotions.</i>",,2023-09-09
2023-09-11,Jailer,2023,https://boxd.it/4Pt5mZ,3,,"Power-Packed!

""Jailer"" is a power-packed action movie starring Super Star Rajnikanth. The movie starts off well and interesting turns take place in the first half. Interval bang is superb. Especially, major credit of the movie goes to Anirudh who elevated every scene with his powerful bgm. Other than the heist portions in the second half, this movie worked for me. Lastly and finally, Super Star's screen presence is amazing and a treat to watch.",,2023-09-10
2023-09-13,It,2017,https://boxd.it/4QfqFf,3.5,Yes,"<i><b>Scary and Entertaining!</b>

It movie is still scary and intresting on my re-watch.What makes this movie so intresting is that the kids characters, each one of them is unique.Coming to horror scenes they worked good for me.Overall It is a good horror movie to watch.</i>",,2023-09-13
2023-09-15,Normal People,2020,https://boxd.it/4Qw3tf,5,,"<i><b>Realistic!</b>

""Normal People"" is a coming of age drama series about growing up and relationships. It follows Marianne and Connell, who start as schoolmates and then navigate life together. The characters feel real, and you can connect with their experiences. It's a simple yet heartfelt story that captures the ups and downs of young love and life.I find that this series is so moving and realistic to me.
</i>",,2023-09-14
2023-09-18,Schindler's List,1993,https://boxd.it/4RnXFR,5,,"<i><b>HeartBreaking!</b>

Schindler's List, is masterpiece about the Osker Schindler a German Industrialist and humanitarian who saves 1100 Jews during world war ll.Watching the massacres that are showed in the film are so heartbreaking to me.Knowing that 6 million Jews lost their lives during WW2 is heart wrenching to me.And Mr.Schindler is great human what defines his character's nature is that at the end of movie he cries about the lives he would have saved though he saved as much as he could.Finally Liam Neeson didn't act in this film he lived it.
</i>",,2023-09-17
2023-09-19,The Nun II,2023,https://boxd.it/4RJQDj,2,,"<i><b>Boring!</b>

<b>The Nun 2 </b>is a horror movie with boring screenplay and has 0 jump scares in this movie.I completely disappointed watching this movie I find the movie is so boring with 0 emotions with a thin story line.</i>",,2023-09-18
2023-09-21,PK,2014,https://boxd.it/4SqGQt,4,Yes,"<i><b>Best ever socio fantasy drama!</b>

PK is just so entertaining on my re-watch.The social elements are shown very beautifully in the movie.Amir Khan gave his best as Alien and the emotions are beautifully potrayred.</i>",,2023-09-21
2023-09-25,Bedurulanka 2012,2023,https://boxd.it/4TBl3r,3,,"<i><b>Hilarious ride!</b>

The movie starts on a good note and the first half of the movie is pretty average with some comedy scenes here and there and the second half of the movie is so good and the comedy worked well for me.Overall an entertaining hilarious ride.</i>",,2023-09-24
2023-10-05,Adiyae!,2023,https://boxd.it/4WwpsH,3,,"<i><b>Honest attempt!</b>

Adiyae movie is about jeeva(gv prakash) who travels to another universe for achieving his love.This movie starts off good and within no time the plot of the movie is introduced.The scenes in another universe are so hilarious to watch.I think only bad part of the movie is it's second half it's slow.Otherthan that Adiyae is good sci-fi movie to watch.</i>",,2023-10-01
2023-10-06,Sapta Sagaradaache Ello – Side A,2023,https://boxd.it/4WN5hD,3,,"<i><b>Good one!</b>

A good movie with a predictable story .The side A doesn't try to do anything big or unseen before . A basic storyline with added emotions to make it strong. Rakshit Shetty has done his job .One time watch . More visual metaphors could be used to tell the story but as the story is simple it has nothing much to offer in twists and turns 


</i>",,2023-10-04
2023-10-06,Cast Away,2000,https://boxd.it/4WQ8v5,4,,"""<i>Cast Away"" is a movie where Tom Hanks plays a man stuck on a deserted island. He shows how tough it is to survive alone. The movie is about his fight to stay alive and find his way back home. It's a gripping story about bravery and never giving up, with Tom Hanks doing an amazing job acting.</i>",,2023-10-06
2023-10-06,The Terminal,2004,https://boxd.it/4X1Sgn,4,,"<i>""The Terminal"" is a movie with Tom Hanks. He plays a man stuck in an airport. The film shows how he lives there and makes friends with airport workers. It's a nice story about friendship and adapting to difficult situations.</i>",,2023-10-06
2023-10-07,The Wonderful Story of Henry Sugar,2023,https://boxd.it/4X3S5X,4,,"<i>Great narrative style,sets and performances gave me wonderful experience.</i>",,2023-10-06
2023-10-07,Poison,2023,https://boxd.it/4X42MR,4,,<i>Great narration style.Great sets.Great characters.</i>,,2023-10-06
2023-10-07,Stalled,2022,https://boxd.it/4X5rpP,3.5,,<b><i>A Good short film with time paradox concept.</i></b>,,2023-10-06
2023-10-08,Jurassic Park,1993,https://boxd.it/4XoOCl,4.5,,"<i><b>Spielberg's Creation!</b>

Jurassic Park movie so engaging right from the beginning.The scene where the T-Rex appears for the first time and attacks is brilliantly made.This movie never slows down and so engaging all the time.Finally only Steven Spielberg can make these kinda movies.</i>",,2023-10-07
2023-10-08,Ex Machina,2015,https://boxd.it/4Xplzf,4.5,,"<i><b>Brilliant!</b>

Ex Machina is brilliantly made sci-fi psychological movie.I was hooked to movie till the end.Characters are written so brilliantly going into the movie we get to know about their dark side.This movie some serious twists and turns which are amazing.Overall a great sci-fi psychological thriller to watch.</i>",,2023-10-07
2023-10-08,Ghostbusters,1984,https://boxd.it/4XIrPr,3.5,,"<i><b>A Good one!</b>

Ghostbusters is about three professional individuals who ghostbursts in new york city.This movie has some hilarious stuff and pretty intresting scenes that hooks up to the end.The comedy in this movie worked out well for me.Especially,Bill Murray's scenes,he is one heck of an actor.Overall a hilarious ride.</i>",,2023-10-08
2023-10-09,Ted,2012,https://boxd.it/4XQYjp,2.5,,"<b><i>Good in parts!</i></b>

""<i>Ted"" is a comedy film starring Mark Wahlberg and Mila Kunis. While some viewers might find it amusing, I personally didn't enjoy it very much. The humor didn't quite resonate with me, and I found the storyline lacking. However, fans of irreverent comedy might appreciate the film's unique take on the buddy genre, especially with the animated character Ted, voiced by Seth MacFarlane, adding a quirky element to the mix. Despite the star cast, the film fell short of my expectations.</i>",,2023-10-08
2023-10-09,Uncut Gems,2019,https://boxd.it/4Y7rJ9,4.5,,"<i><b>Chaotic!</b>

Uncut gems is truly a masterpiece of depecting the chaotic situations around a character.This movie is so chaotic that many things will be going on in protagonist's life that he have to achieve.At last he finds a way out of it but gets carried away to place a bet which gets him killed eventually.The protagonist will win the bet but he isn't alive due to the things he had finally it's a masterpiece to watch.</i>",,2023-10-09
2023-10-10,Requiem for a Dream,2000,https://boxd.it/4YcTxb,5,,"<i><b>Disturbing!</b>

Requiem for a dream is about four individuals who have their dreams but got depply affected by drug addiction.In the first few minutes of the movie we will come to know what are the dreams of characters and their setbacks.Watching Sarah's overweight part is truly depressing and disturbing.This movie is an example, how an addiction can destroy one's dream and their life.</i>",,2023-10-09
2023-10-10,Children of Men,2006,https://boxd.it/4YsgMX,4,,"<i><b>Spellbinding!</b>

Children of men is set in the year 2027 where infertility is a major issue and world is falling and the protagonist needs to evacuate kee a pregnant girl to a safe place.This movie never slows down it has a racy screenplay and many twists and turns are involved in the protagonist's journey.Overall a great survival movie to watch.</i>",,2023-10-10
2023-10-11,OMG 2,2023,https://boxd.it/4YxzkN,3.5,,"<b>A Powerful Social Commentary!</b>

'<i>OMG 2' is a remarkable social commentary film that dispels myths and challenges societal norms. It's a thought-provoking movie that addresses important issues, making it a must-watch for anyone seeking meaningful cinema.Pankaj Tripati did a great job potraying a middle class father.</i>",,2023-10-10
2023-10-12,The Revenant,2015,https://boxd.it/4YR61H,4,,"<b>Brave Wilderness Adventure!</b>

<b>'</b><i>The Revenant' is a thrilling tale of survival. Leonardo DiCaprio and Tom Hardy's acting is incredible; they make the story come to life. The movie is filled with exciting scenes and beautiful scenery. It's a must-watch for sure!</i>",,2023-10-11
2023-10-12,Hacksaw Ridge,2016,https://boxd.it/4YT2Ql,5,,"<i><b>A Truly Great Movie!</b>

<b>'</b>Hacksaw Ridge' is an amazing film that brings its characters to life. The main character feels so real and touching. Mr. Doss, the hero of the story, shows incredible bravery on Hacksaw Ridge. Mel Gibson, the director, did a fantastic job, and Andrew Garfield's acting was outstanding. He didn't just play the part; he lived it.</i>",,2023-10-12
2023-10-13,Being John Malkovich,1999,https://boxd.it/4ZbMhx,4.5,,"<i><b>Crazy!</b>

Being John Malkovich is a crazy story that revolves around a portal which leads to becoming John Malkovich temporarily.And the intresting part is it's a triangular love story to the core.It's very creative way of telling a story,this kind of works only happens when there is creative freedom.The climax of the film is absolutely brilliant.</i>",,2023-10-13
2023-10-13,Room,2015,https://boxd.it/4ZnkdB,4,,"<i><b>Intriguing!</b>

The movie is so intriguing right from the beginning.Going into the movie the tension keeps adds up until they got saved by the police.Showing the after effects is a good thing done in the second half of the movie which makes it feel more connected to the characters.Overall an engaging movie.</i>",,2023-10-13
2023-10-15,Arunachalam,1997,https://boxd.it/4ZLSml,3.5,,"<i><b>Good one!</b>

This movie has good story and taking.The second half of the movie is so good making it a great entertainer to watch.</i>",,2023-10-14
2023-10-15,The Hateful Eight,2015,https://boxd.it/5064uh,4.5,,"<i><b>Engaging!</b>

The characters are so good in creating an atmosphere where everyone is a suspect.The screenplay is too good.And the twists and turns are worked well for me.Overall an engaging thriller.</i>",,2023-10-15
2023-10-16,Nocturnal Animals,2016,https://boxd.it/50a955,4.5,,"<i><b>Perfect Revenge!</b>

Nocturnal Animals is a well made movie with visual storytelling and parallel screenplay's.The Highway scenes are so creepy after all and so disturbing to see.I really liked how Edward used the characters and metaphors in the novel to deeply disturb Susan.And in the end I think Edward stood her up so that Susan regrets her decision in the past.</i>",,2023-10-15
2023-10-19,Apocalypto,2006,https://boxd.it/517XC7,4,,"<i><b>Mind-Blowing!</b>

From start to end this movie is so engaging, particularly the second half of the movie is soo good.The production did a great effort in recreation of Mayan civilization.</i>",,2023-10-18
2023-10-20,Leo,2023,https://boxd.it/51ljTb,3,,"<i><b>A good one!</b>

Keeping LCU hype aside this is a average movie with some great performances and great technical aspects.I think LCU references are forcefully kept in the movie.And the flashback portion is bad.Overall a good one!.</i>",,2023-10-19
2023-10-20,Karthik Calling Karthik,2010,https://boxd.it/51A59t,4,,"<i><b>Brilliantly made!</b>

Karthik calling Karthik is a well made psychological thriller with engaging screenplay.The proceedings were good.I think this movie is inspired from Fight Club.</i>",,2023-10-20
2023-10-20,Oy!,2009,https://boxd.it/51Bvqx,4,Yes,<i>Beautiful in every aspect!..</i>,,2023-10-20
2023-10-21,Bullet Train,2022,https://boxd.it/51SCK9,3.5,,<i>This some crazy shit...</i>,,2023-10-21
2023-10-23,Karthik Calling Karthik,2010,https://boxd.it/52rf8h,4,Yes,"🔄Re-watch

So engaging on my second watch too.",,2023-10-22
2023-10-23,Mad Max: Fury Road,2015,https://boxd.it/52rjnF,4.5,,"<i><b>Masterpiece!</b>

Mad Max is a racy action thriller set In an apocalyptic world, a tyrant rules over a stark desert, controlling every drop of water. Two rebels, one escaping grief and the other reaching out to her childhood, are the last hope for a few.

Coming to the performances Tom hardy and Charlize Theron nailed their performances.This movie has great visuals and soundtrack.</i>",,2023-10-23
2023-10-24,RRR,2022,https://boxd.it/52IfJr,4,Yes,<b><i>Liked the visual storytelling in Dosti song.</i></b>,,2023-10-23
2023-10-24,Yavarum Nalam,2009,https://boxd.it/52IfS9,4.5,Yes,"<i><b>Engaging!</b>

13B is a horror thriller about a family where the Tv serial in the house shows the future of their family.The story is so mysterious and each turn and twists are amazing.</i>",,2023-10-23
2023-10-24,Deadpool,2016,https://boxd.it/52IS7V,4,Yes,<b><i>Lmao 🤣</i></b>,,2023-10-23
2023-10-25,Thappad,2020,https://boxd.it/53hmTN,3.5,,"<b><i>Must watch!


</i></b>",,2023-10-25
2023-10-25,Jojo Rabbit,2019,https://boxd.it/53iakD,4,,"<i><b>Entertaining!</b>

Jojo rabbit is a well crafted satirical movie on Hitler and Nazis.Jojo character shows how the school and government impacts on our perceptions and beliefs.Once he meets Elsa all his perceptions on Jews goes away.And that dance at the end so freaking amazing to watch.</i>",,2023-10-25
2023-10-27,Before Midnight,2013,https://boxd.it/53T0xr,4,,"<i><b>Real sweet!</b>

Before Trilogy is the best and perfect Trilogy that I ever seen.Watching the triology I thought Jesse and Celine are so real as they have a long beautiful conversations about life and all while walking on the streets of Europe.</i>",,2023-10-27
2023-10-30,Begin Again,2013,https://boxd.it/54G7Rr,4.5,,"<i><b>Heart warming!</b>

Begin again is a feel good film with great music about Gretta, a songwriter, is devastated after her boyfriend breaks up with her. However, she discovers a renewed sense of purpose when Dan, a record label executive notices her.The music in the movie is just so amazing to hear with the visuals of new york city.The best part of the movie it's screenplay and taking.
</i>",,2023-10-29
2023-10-31,Punch-Drunk Love,2002,https://boxd.it/55aEBV,4,,"<i><b>Crazy one!</b>

<b>Punch-drunk love </b>is about a entrepreneur named Barry who has social phobia, dates his sister's friend and crazy things happens around it.The Barry character is so good and Adam Sandler did a great job potraying a person with social phobia and anxiety.And the drama in the movie worked well for me.</i>",,2023-10-30
2023-11-01,Snatch,2000,https://boxd.it/55xc17,4,,"<i><b>Freaking crazy!</b>

Snatch is a great crime comedy revolves around a diamond.Snatch have some great performances especially Brad Pitt, his character style and persona is next level to watch.And the comedy is too good and half of the time I don't understand what Brad Pitt is saying 🤣 loved his accent.Overall a great crime comedy drama that has great editing,story, screenplay, performances and action.</i>",,2023-10-31
2023-11-05,Keedaa Cola,2023,https://boxd.it/56QjFv,3.5,,"<i><b>Entertaining!</b>

Keeda cola is a crime comedy drama revolves around a bunch of characters tries to get ransom amount from the cola company for finding cockroach in cola and what happens next is the story.

The good thing about the movie is it doesn't have extra scenes or filler scenes the movie goes in a flow.First half of the movie is taken up for character introductions and all the second half is much more good than the first half with great comedy.Coming to the performances chaitanya did a good job and Naidu's character is so good played by Tharun bhascker.Technically this movie is brilliant and visuals are good.
</i>",,2023-11-04
2023-11-05,Maa Oori Polimera 2,2023,https://boxd.it/56TnoT,3.5,,"<i><b>Spine chilling!</b>

Polimera 2 starts of from where it ended in part one This part is more about the cause that made komurayya to make such things in the first part.Movie have a good pacing and it's so thrilling as the story progresses.

This movie have some great unexpected twists that blows our minds at the end.And can't wait for part 3 as many questions have been unanswered in the movie.Coming to the performances all the actors did they job for the film.Only thing is graphics should have been good ofcourse the production values much better than the first one but still good graphics will make scene so authentic and real.Overall a great mystery thriller with twists that blows our mind.</i>",,2023-11-04
2023-11-08,The Place Beyond the Pines,2012,https://boxd.it/57WNgV,4,,"<i><b>Gripping!</b>

The place beyond the pines is about a motorcycle stuntman Luke(Ryan) starts doing robberies for his child and gets shot in one of the robbery by Avery(Bradley) and Avery gets too emotional on shooting coz he has a kid and what happens next is rest of the story.

What I really liked in the film is it's characters and their arc's.The visuals in the movie is too good.And damn Ryan Gosling is too good in broken roles. I have prepared for Ryan Gosling but Bradley Cooper came out of the box.</i>",,2023-11-08
2023-11-08,MAD,2023,https://boxd.it/586Q0r,2.5,,"<i><b>Overrated!</b>

<b>Mad</b> is about the journey of a group of friends through their BTech life.I wasn't able to connect to the characters what so ever that's why I feel this movie isn't for me.</i>",,2023-11-08
2023-11-10,Oppenheimer,2023,https://boxd.it/58pkJd,4.5,Yes,<i>Re-watching just for visuals and background score...</i>,,2023-11-09
2023-11-10,Soodhu Kavvum,2013,https://boxd.it/58sq9L,3.5,,"<i><b>Creative!</b>

Soodhu kavvum starts so creatively and as we go into the movie there are many twists and turns which are so creative and as well as entertaining.The comedy in the film is so good 👍.And I can't stop laughing when Inspector Brahma shoots himself accidentally 🤣🤣.</i>",,2023-11-09
2023-11-10,The Killer,2023,https://boxd.it/58Fl4n,3.5,,"<i><b>Stick to the plan!!</b>

The killer is about a Assassin who fails his mission and the client runs after him and how he deals with them is rest of the story.
Movie starts slow with the narration of the protagonist and get's intresting through the dialogues and his actions.Overall a good thriller with great dialogues.</i>",,2023-11-10
2023-11-11,Hostel Hudugaru Bekagiddare,2023,https://boxd.it/58GvaH,3,,"<i><b>Mad fun!</b>

Boys hostel is about a group of friends in a hostel tries to coverup the suicide of hostel warden,in this process things get crazy for them as a lot of crazy shit is going in the hostel.

This movie has mad fun and has many meme references.Kudos to the filmmakers for making such creative movie.</i>",,2023-11-10
2023-11-11,Godavari,2006,https://boxd.it/58Jta7,4,,"<i><b>Beautiful!</b>

Wanted to watch this film long time ago but now I have completed it, it's just so beautiful and soulful film. Godavari film is mostly set in a cruise ship sailing through the Godavari river where our leads get to know eachother.The conversations between Ram and Sita are so beautiful and seemed more real.</i>",,2023-11-10
2023-11-12,Irugapatru,2023,https://boxd.it/59kIF9,3.5,,<b><i>Feel good movie!!</i></b>,,2023-11-12
2023-11-13,Jigarthanda DoubleX,2023,https://boxd.it/59puib,4,,"<i><b>Spellbinding!</b>

Jigartgabda DoubleX is brilliant film that revolves around a gangster and a disguised police as filmmaker.Over the film the characters and their arcs are soo good.Technically this film is brilliant.And the last 30 minutes of the film is so emotional.This would be the Raghava Lawrence 's best performance till date.Overall a great film that defines how art can change and influence the lives.</i>",,2023-11-12
2023-11-13,Into the Wild,2007,https://boxd.it/59tIXP,3.5,,"<i><b>Happiness is only real when shared!!</b>

""Into the Wild"" tells the story of a teenager leaving everything to find himself in the wild. The movie has beautiful and sad moments. It really hit me when Mr. Franz asks Alex to adopt him, and he kinda refuses. The film captures the idea that happiness is truly felt when shared.</i>",,2023-11-13
2023-11-14,X-Men,2000,https://boxd.it/59M1gh,3,,"<i><b>Average!</b>

X-Men is about mutatants on earth in the future.Technically the film is good.Hugh Jackman did an outstanding job potraying Wolverine.There isn't much story in the movie.Overall an average movie with good scenes here and there.</i>",,2023-11-13
2023-11-14,Kumari 21F,2015,https://boxd.it/59Qyqn,4,Yes,<i>CULT movie for a reason.</i>,,2023-11-14
2023-11-16,Babel,2006,https://boxd.it/5ao0YN,4,,"<i><b>Intriguing!</b>

Babel revolves aroud four stories where each story is related to one other.All of the stories in the movie are so dark and have deep meaning especially Brad Pitt's story, it has a lot of pain and empathy.</i>",,2023-11-15
2023-11-18,The Night Manager,2016,https://boxd.it/5aX0rJ,4,,"<i><b>So engaging!</b>

The night manager is about a night manager Jonathan Pine taking down the illegal arms dealer Richard Roper.This series is so thrilling and engaging in each and every scene.Tom Hiddleston gave his best performance as Jonathan Pine.Overall a good spy thriller series.</i>",,2023-11-17
2023-11-19,Chinatown,1974,https://boxd.it/5bc8zB,4,,"<i><b>Dark!</b>

Chinatown is about a detective Gittes who investigates Mr.Mulwray's mysterious death and finally discovers a dark truth.This movie ending is darkest I have ever seen.Great characters,engaging story and screenplay made this movie a masterpiece and a timeless classic.</i>",,2023-11-18
2023-11-20,Aftersun,2022,https://boxd.it/5bWeKH,4,,"<i><b>So emotional!</b>

Aftersun is about a father and daughter spending their vacation in turkey.Going into the movie it's so pleasant and we will feel empathy for Calum who is suffering from mental issues.Ending of the movie is so devastating.</i>",,2023-11-20
2023-11-21,Mystic River,2003,https://boxd.it/5bXVSB,4,,"<b>Gripping!</b>

<i>Mystic River is about Childhood friends Jimmy, Dave and Sean are reunited after Jimmy's daughter gets murdered and Sean is the police officer assigned to the case. However, Jimmy suspects Dave is behind the murder.This movie has sad ending as Dave dies for the murder he didn't commit similar situation occurs when he was in childhood.</i>",,2023-11-20
2023-11-21,Saving Private Ryan,1998,https://boxd.it/5bZDWf,4.5,,"<i><b>Spielberg's Creation!</b>

Saving private Ryan is about Captain John Miller is assigned the task of searching for Private James Ryan, whose three brothers have already been killed in the war.

Technically this movie is brilliant and Tom Hanks character is good.Being war/drama the film it never paces down.Finally a great war film by Spielberg.</i>",,2023-11-20
2023-11-21,Easy A,2010,https://boxd.it/5cfx8v,3.5,,"<i><b>Enjoyable!</b>

Easy A is a coming of age drama movie that revolves around Olive(Emma stone) dealing with rumours about her in the whole school.The comedy in the movie is so good especially scenes with Lisa kudrow.Overall a enjoyable coming of age drama movie.</i>",,2023-11-21
2023-11-22,Brochevarevarura,2019,https://boxd.it/5cxRht,4.5,Yes,Vivek athreya screenplay 🙇,,2023-11-22
2023-11-23,Ferris Bueller's Day Off,1986,https://boxd.it/5czzQf,3.5,,"""<b>Life moves pretty fast. If you don't stop and look around once in a while, you could miss it""
</b>
Ferris Bueller's Day Off is a hilarious film about a high school student named Ferris who skips class for a day and goes on an incredible trip in Chicago with his best buddy and girlfriend. Ferris is played brilliantly by Matthew Broderick, and the film is filled with amusing scenes. It's a classic coming-of-age story that will inspire you to live each day to the fullest.",,2023-11-22
2023-11-23,Shiva Baby,2020,https://boxd.it/5cDMI7,3.5,,"""Shiva Baby"" is a comedy-drama film about a young woman named Danielle attending a shiva, a Jewish mourning ritual, with her parents. The movie unfolds as Danielle navigates through awkward encounters, unexpected situations, and family tensions during the gathering. The film explores themes of identity, relationships, and societal expectations. It's a humorous yet insightful story that captures the complexities of family dynamics and personal struggles in a single setting.",,2023-11-23
2023-11-26,Leo,2023,https://boxd.it/5dAo0N,3,Yes,Leo's flashback is the boring flashback portion I have ever seen.,,2023-11-25
2023-11-26,The Town,2010,https://boxd.it/5dBBdR,3.5,,"""The Town"" is a crime thriller film directed by Ben Affleck. It revolves around a group of bank robbers in Charlestown, Boston, with Ben Affleck portraying the leader of the group. The film explores their personal lives and challenges as they plan a final heist while being pursued by a dedicated FBI agent. ""The Town"" features intense action sequences, gripping storytelling, and strong performances from its cast. It delves into themes of loyalty, redemption, and the consequences of a life of crime.",,2023-11-25
2023-11-27,The Lighthouse,2019,https://boxd.it/5epBvL,3,,"""The Lighthouse"" is a psychological horror film set in the late 19th century. It follows two lighthouse keepers, played by Willem Dafoe and Robert Pattinson, who are isolated on a remote New England island. As they tend to their duties, the pair confronts their own sanity, dark secrets, and the eerie and supernatural elements surrounding the lighthouse. The film's intense atmosphere, stellar performances, and enigmatic storytelling create a haunting and unsettling experience, exploring themes of isolation, madness, and power struggles.",,2023-11-27
2023-11-28,Tamasha,2015,https://boxd.it/5eJUu3,4.5,,"<b>It's not a movie it's therapy!</b>

<i>Thamasha movie is about a guy named ved finding his true self.Tamasha movie is presented so beautifully we never feel the emotion in the movie especially when ved and Tara meet in Delhi from then on we can feel the roller coaster of emotions.Ranbir Kapoor's performance is soo good and natural in ved's role.</i>",,2023-11-28
2023-11-29,Mean Girls,2004,https://boxd.it/5eNL99,3.5,,"<b>That was so fetch.</b>

<i>Mean girls is about Cady joins a new public school and befriends Janis and Damian. They warn Cady to avoid the Plastics, a group led by Regina. Things get worse when she falls in love with Aaron, Regina's ex-boyfriend.The director clearly showed the arc for every character in movie which is a great thing in teen movies.</i>",,2023-11-28
2023-11-29,Locke,2013,https://boxd.it/5eOAn7,3.5,,"<b>The difference between once and never is the whole world!</b>

Locke is about The life of a successful construction manager, Ivan Locke, takes a dramatic turn as he comes to know through a phone call that a woman with whom he had a one-night stand is in labour.

Technically this movie is so good and the camerawork is also great.This movie is uniquely made in every aspect I mean this whole movie has only one person on screen speaking with a bunch of people and yet we never feel lost from the movie and we empathize the Locke, that's the real art.",,2023-11-28
2023-11-29,X,2022,https://boxd.it/5f2dBN,3.5,,"<i> I will not accept a life I do not deserve!</i>

This movie has so many horrifying scenes especially the physical violence is too high.",,2023-11-29
2023-11-30,Reservoir Dogs,1992,https://boxd.it/5f7ytF,3.5,,"<i><b>Engaging drama!</b>

Reservoir dogs is truly a masterpiece set around with 5 guys finding mole among themselves after a failed robbery attempt.The drama is so good and the conversations between characters are too good.And the way the characters are introduced is just amazing.</i>",,2023-11-29
2023-12-01,Chithha,2023,https://boxd.it/5fly7n,3.5,,Hard hitting.......,,2023-11-30
2023-12-01,Palm Springs,2020,https://boxd.it/5fpnIF,5,,"Intruiging!

""Palm Springs"" is a romantic comedy that takes a unique twist on the classic time-loop concept. The film follows Nyles and Sarah, portrayed by Andy Samberg and Cristin Milioti, as they find themselves stuck in a time loop, repeating the same day at a wedding in Palm Springs. The movie blends humor, romance, and existential themes as the characters navigate the complexities of their situation. With its fresh take on the genre, witty humor, and heartfelt moments, ""Palm Springs"" offers an entertaining and thought-provoking cinematic experience.",,2023-12-01
