Date,Name,Year,Letterboxd URI,Rating,Rewatch,Review,Tags,Watched Date
2023-12-02,Animal,2023,https://boxd.it/5fEm4T,4,,Ranvijay singh does every criminal act he wants in the name of his father..,,2023-12-01
2023-12-02,When Harry Met Sally...,1989,https://boxd.it/5fHUWB,5,,"Best rom-com i have ever seen!

""When Harry Met Sally"" is a romantic comedy that explores the evolving relationship between Harry and Sally, portrayed by Billy Crystal and Meg Ryan, respectively. The movie follows their journey from being acquaintances to close friends while debating whether men and women can truly be friends without any romantic involvement. It's a heartwarming and witty film that delves into the complexities of relationships, offering humor and insightful moments about love, friendship, and the blurred lines between the two.",,2023-12-02
2023-12-03,Mayakkam Enna,2011,https://boxd.it/5g3fmB,2.5,,Dont't why i could feel empathy towards tthe characters and everything feels so artificial.,,2023-12-03
2023-12-04,Gladiator,2000,https://boxd.it/5gkSxH,4.5,,"Epic!

""Gladiator"" is an epic historical drama starring Russell Crowe. The film follows Maximus, a Roman general who seeks revenge against the corrupt emperor who murdered his family. It's a gripping story of betrayal, honor, and vengeance set in ancient Rome. With powerful performances, intense action, and a compelling storyline, ""Gladiator"" stands as a classic in the realm of epic historical films, captivating audiences with its grandeur and emotional depth.",,2023-12-03
2023-12-05,Leo,2023,https://boxd.it/5gQcJP,3,Yes,No one gives a shit whether he is Leo or not🥱,,2023-12-04
2023-12-05,War Dogs,2016,https://boxd.it/5gQcWf,3.5,,"""War Dogs"" is a real-life inspired comedy-drama about two friends who venture into the arms-dealing business. Played by Jonah Hill and Miles Teller, they start small and end up dealing with big government contracts. The movie shows their crazy and risky journey in this shady world. It's a mix of humor and suspense, shedding light on the complexities and consequences of chasing big ambitions in the arms industry.",,2023-12-04
2023-12-06,Maaveeran,2023,https://boxd.it/5h6Mmf,3.5,Yes,"yogi babu is such a good actor ,such that he just cracks us up everytime through his facial expressions...",,2023-12-05
2023-12-06,Killers of the Flower Moon,2023,https://boxd.it/5hkBDn,3.5,,killers of the flower moon revolves aroud greed of white people over the osage community.This movie has some wonderful performances especially Robert Deniro playing as two-sided human.With all the great performannces and the story Killers of the flower moon fails to build tension as the movie is going it goes on and on with flat screenplay withsome good moments here and there.Finally Killers of the flower moon has great performances and has his moments but fails to build tension and interest for me.,,2023-12-05
2023-12-07,Lost in Translation,2003,https://boxd.it/5hqz0F,3.5,,"
""Lost in Translation"" is a beautiful story about two strangers, Bob and Charlotte, who form a unique connection while in Tokyo. The movie explores their feelings of loneliness and confusion in a foreign land. Bill Murray and Scarlett Johansson deliver heartfelt performances that capture the essence of human connection. The film beautifully portrays the bond that develops between them, making it a touching and memorable cinematic experience.",,2023-12-06
2023-12-08,Danger,2005,https://boxd.it/5hIvpx,3.5,,surprised to know that this movie is directed by Krishna Vamsi..,,2023-12-07
2023-12-10,Hi Nanna,2023,https://boxd.it/5ilZTv,4,,"<b>Feel Good! </b>

Hi nanna is heart warming love story revolves around strong emotions throughout the movie.Father and daughter emotional bond is beautifully shown. The story of Hi nanna is basic and yet with good screenplay and emotional scenes here and there made a great emotional ride.",,2023-12-09
2023-12-10,The Killing of a Sacred Deer,2017,https://boxd.it/5ipLxX,4.5,,"""The Killing of a Sacred Deer is a suspenseful thriller about a surgeon whose life turns dark when a mysterious teenager enters his family's world. The movie creates a tense and eerie atmosphere as the story unfolds, keeping you on the edge of your seat. Colin Farrell's acting as the troubled surgeon and Barry Keoghan's performance as the mysterious teen are gripping. It's a haunting film that leaves a strong impression due to its unique story and suspenseful moments.""",,2023-12-10
2023-12-10,Scarface,1983,https://boxd.it/5iEy3F,3.5,,"""Scarface is a gripping crime movie about a Cuban immigrant named Tony Montana who rises to power in the drug world of Miami. The film is intense and shows the brutal realities of the criminal underworld. Al Pacino's portrayal of Tony Montana is powerful, and the movie is known for its iconic quotes and intense scenes. It's a classic crime drama that captures the rise and fall of a powerful figure in the criminal world.""",,2023-12-10
2023-12-11,Jersey,2019,https://boxd.it/5j7R7f,4.5,Yes,Inspirational every time....,,2023-12-11
2023-12-12,The King of Comedy,1982,https://boxd.it/5jf3gx,4.5,,"<b>Outstanding! 

The King Of Comedy </b>is about a standup comic Rupert Pupkin does desperate things to get into midnight show business. This movie has a great character writing especially the Rupert Pupkin character is so cheesy,criminal minded. Robert De Niro's performance as Rupert Pupkin is outstanding especially the Manerisam's he bought into the character made it so special performance.Overall an outstanding character driven movie.",,2023-12-12
2023-12-13,Leave the World Behind,2023,https://boxd.it/5juQ7J,3.5,,"<b>Engaging enough! </b>

<b>Leave the world behind</b> is about a family stuck with strangers on a vacation because of blackout and cyber security attack all around the country. With the incomplete ending at the end made the movie a good one, which would have been a great one with a decent ending as the movie builds up the tension all towards to the end.Finally a good engaging thriller.",,2023-12-12
2023-12-13,Maniac,2018,https://boxd.it/5jLH8x,3.5,,"""Maniac"" is a mind-bending series starring Emma Stone and Jonah Hill. It follows two strangers, Annie and Owen, who take part in a pharmaceutical trial that promises to fix their personal problems. The show delves into their surreal experiences through various simulated realities and explores their emotional struggles. Stone and Hill deliver captivating performances, adding depth to this unique and thought-provoking series. Overall, ""Maniac"" is an intriguing and visually stunning journey through the complexities of the human mind.",,2023-12-13
2023-12-14,Primal Fear,1996,https://boxd.it/5k6zKl,4,,"<b>Intense Court Drama! </b>

Primal Fear is about The murder of an  archbishop leads to the involvement of Martin Vail, Chicago's best lawyer. As he studies the suspects, he becomes sure about certain things, but there's more to the case.Ed Norton performance as innocent and as well the criminal was simply brilliant. Overall Primal Fear is an intense court drama.",,2023-12-14
2023-12-15,Dhoomam,2023,https://boxd.it/5kaoRt,3,,"<b>Dhoomam  </b>is about A marketing head pitches an idea for an anti-smoking awareness advertisement that indirectly encourages people to smoke. Later, he and his wife are held hostage and forced to perform dangerous tasks. Movie starts off good but with bad screenplay and execution the movie didn't engage that well. Overall  a passable thriller on Anti Smoking.",,2023-12-14
2023-12-15,Game Night,2018,https://boxd.it/5kcqsp,3.5,,"<b>Entertainer! 
</b>
Game night is a great entertainer revolves around a game night where mystery things happens. Game Night is so funny and at the same time it's so engaging and a few twists here and there which are not bad.",,2023-12-15
2023-12-16,Eyes Wide Shut,1999,https://boxd.it/5kwLKp,5,,"""<b>Eyes wide shut"" </b>Is a psychological thriller revolving around secret organization that is discovered by Bill(Tom cruise) and it's consequences. Being a Mystery Psychological thriller the movie often scared the freak out of me. Stanley Kubrick is master at making movies on more complex human nature. And movie has a philosophical ending according to the human nature.",,2023-12-16
2023-12-17,Ante... Sundaraniki!,2022,https://boxd.it/5kRERF,4.5,Yes,I bet there is no other rom-com better than this!!,,2023-12-16
2023-12-17,Chungking Express,1994,https://boxd.it/5kUcGP,3.5,,"""Chungking Express"" is a captivating film by director Wong Kar-wai. This movie intertwines two separate stories of love and longing in the bustling city of Hong Kong. Through its unique narrative style, the film explores themes of loneliness, chance encounters, and the transient nature of relationships. Wong Kar-wai's direction, coupled with stunning cinematography, immerses the audience in the vivid and chaotic atmosphere of urban life. ""Chungking Express"" is a visually poetic and emotionally resonant cinematic experience.",,2023-12-17
2023-12-17,Maanaadu,2021,https://boxd.it/5lahbT,3.5,Yes,No scene fails to entertain...,,2023-12-17
2023-12-19,Sherlock Holmes,2009,https://boxd.it/5lGmBh,3.5,Yes,"""Sherlock Holmes"" is a good detective film with a strong story and engaging screenplay. Additionally, I appreciated the subtle, sarcastic comedy in the dialogues, which perfectly suit Robert Downey Jr.'s presence. I believe Guy Ritchie is a master filmmaker in the crime-comedy genre; his direction is exceptional. The film's colors and sets are perfectly suited to the story, enhancing its overall impact.",,2023-12-18
2023-12-19,The Reader,2008,https://boxd.it/5lK4PX,3.5,,"""The Reader"" is a thought-provoking film centered around an affair between a young man and an older woman in post-war Germany. The story unfolds into a deeper exploration of guilt, secrets, and moral complexities. Kate Winslet's portrayal of Hanna Schmitz offers a layered performance that captures the character's complexities and inner conflicts. The film navigates themes of love, identity, and the repercussions of the past, making it a poignant and introspective cinematic journey.",,2023-12-19
2023-12-19,Knives Out,2019,https://boxd.it/5lXdhB,4,Yes,"""Knives Out"" remains an absolute delight even after three viewings over two years. The film's intricate plot, cleverly interwoven narratives, and stellar ensemble cast make each watch feel fresh and engaging. The movie's intelligent writing and unexpected twists ensure it never loses its charm. Additionally, Daniel Craig's quirky detective character adds a unique and enjoyable element to the story, making it a thoroughly entertaining and rewatchable experience.",,2023-12-19
2023-12-21,Sherlock Holmes: A Game of Shadows,2011,https://boxd.it/5mtiPR,4,,"<b>Sherlock Holmes:A game of shadows </b>is about taking down the professor Moriarty.This film's screenplay is so good at many levels every frame is so perfectly made.I really liked the way the relationship is shown between Sherlock Holmes and Watson.

Coming to technicalities it's one of best I have seen.Hans Zimmer's background score is so apt and did elevate every scene.The editing and camerawork is top notch.",,2023-12-20
2023-12-22,Groundhog Day,1993,https://boxd.it/5mQa9T,3.5,,"""Groundhog Day"" is a delightful and witty comedy that revolves around a weatherman stuck in a time loop, reliving the same day repeatedly. Bill Murray's charismatic performance and the film's clever premise create an entertaining and heartwarming experience. The movie beautifully explores themes of self-improvement, love, and finding purpose in life. With its humor and thought-provoking narrative, ""Groundhog Day"" remains a timeless classic that offers both laughs and insightful reflections on human nature.",,2023-12-21
2023-12-23,Split,2016,https://boxd.it/5nfzK1,4,,"""Split"" is a riveting psychological thriller that captivates with its intense plot and James McAvoy's outstanding performance. The movie cleverly navigates themes of identity and trauma, creating a suspenseful atmosphere that keeps you engaged throughout. McAvoy's portrayal of multiple personalities is both eerie and fascinating, adding depth and intrigue to the storyline. Overall, ""Split"" is a chilling and compelling film that leaves a lasting impact.",,2023-12-22
2023-12-23,Salaar: Part 1 - Ceasefire,2023,https://boxd.it/5nytxD,3.5,,"<i>First half is decently good followed by excellent interval and pretty good second half.I felt that the sets, characters and most of the stuff in the movie are in KGF style but it's passable as the movie is engaging enough.</i>",,2023-12-22
2023-12-24,Unbreakable,2000,https://boxd.it/5nFUXH,3.5,,"<b>Unbreakable </b>is a mystery thriller about David(Bruce Willis), a security guard, survives a fatal train accident, only to be tracked down by a man named Elijah Price, who claims that David is blessed with superhuman abilities.This movie is so intriguing throughout and this movie differs from other superhero's routine story.",,2023-12-23
2023-12-25,Triangle,2009,https://boxd.it/5obpGp,3.5,,"<b>Engaging!

Triangle </b>is an engaging thriller about a mother trying to get out of the time loop in a abandoned ship that she is in.This movie doesn't make any sense but it's so engaging throughout.By the way it's not triangle it's circle.",,2023-12-24
2023-12-25,Home Alone,1990,https://boxd.it/5owtKd,4,,"<b>Perfect Christmas Movie!

Home Alone </b>is the best Christmas movie I have ever seen.Watching the the little things done by the kid so good to watch, it reminded me my childhood.",,2023-12-25
2023-12-26,Shithouse,2020,https://boxd.it/5oyOZ3,4,,<b>Shithouse </b>is feel good Rom-com acted and directed by Cooper Raiff.I really liked the characters and their vulnerabilities in the movie it makes the movie authentic and can feel the emotions of the characters.,,2023-12-25
2023-12-26,Me and Earl and the Dying Girl,2015,https://boxd.it/5oDI5j,4.5,,<b>Me and Earl and the Dying Girl</b> is about a socially awkward teenager spending time with her friend Rachel who has lukemia.I couldn't thought this movie has sad ending as the movie is so feel good and even the protagonist says that she gets better twice.As she dies it's so emotional to me to watch after events but in the end it's feel good and gives hope.,,2023-12-25
2023-12-27,Mangalavaaram,2023,https://boxd.it/5pck6d,3.5,,<b>Mangalavaaram </b>is a good mystery thriller revolves mysterious deaths on Tuesday in the village.Movie is engaging and have some good twists.,,2023-12-26
2023-12-27,Chef,2014,https://boxd.it/5pg1Yj,4,,"<b>Chef </b>is a feel good movie about Chef Carl Casper starts fixing up a food truck after he loses his job at a restaurant. However, things change after he becomes close to his estranged family in the process.The movie is so entertaining and the food in the movie is just mouth-watering.",,2023-12-27
2023-12-28,Home Alone 2: Lost in New York,1992,https://boxd.it/5pOgD9,3.5,,<b>Home Alone:Lost in New York </b>is a good sequel to the Home Alone Part 1.This is also a good Christmas movie but this has story structure similar to Part 1.However I enjoyed much watching this,,2023-12-27
2023-12-29,The Hunger Games,2012,https://boxd.it/5qgO0r,3.5,,"<b>Engaging!

Hunger games </b>is an engaging survival thriller.The characterisations are good.overall a good survival thriller movie with good screenplay and story.",,2023-12-28
2023-12-30,Juice,2017,https://boxd.it/5qYdmj,4,,🧃,,2023-12-29
2023-12-31,Parking,2023,https://boxd.it/5rCCu3,4.5,,"<b>Intriguing!

Parking </b>is a thriller about two persons going too far for a parking spot.The movie's story is simple and fresh yet it had a fantastic screenplay.It's always intresting how people go too far for their ego's it is perfectly shown in the movie.",,2023-12-30
2024-01-01,Parking,2023,https://boxd.it/5s7Po5,4.5,Yes,So intriguing on my second watch too!,,2023-12-31
2024-01-01,12th Fail,2023,https://boxd.it/5s7PTR,4.5,,"<b>Inspirational!

12th fail </b>is the struggling journey of Manoj Kumar Sharma becoming IPS.The journey of Manoj Kumar Sharma is inspirational as he never gave up on his dream he kept working hard till he he achieved it.",,2023-12-31
2024-01-01,Parking,2023,https://boxd.it/5ste9V,4.5,Yes,They should have resolved the conflict with words.,,2024-01-01
2024-01-01,Fight Club,1999,https://boxd.it/5sx8BH,5,Yes,"<blockquote>""The first rule of Fight Club is: You do not talk about Fight Club."".    ""The second rule of Fight Club is: You do not talk about Fight Club.""</blockquote>",,2024-01-01
2024-01-07,Society of the Snow,2023,https://boxd.it/5wBlhJ,3.5,,"""Society of the Snow, released in 2023, is a gripping survival thriller based on the harrowing true story of the Uruguayan rugby team's crash in the Andes mountains. The movie brilliantly captures the team's struggle for survival amidst the harsh conditions of the snowy wilderness.",,2024-01-07
2024-01-10,Chekka Chivantha Vaanam,2018,https://boxd.it/5y19A1,2.5,,So Boring🥴,,2024-01-09
2024-01-12,The Green Mile,1999,https://boxd.it/5z6GHt,3.5,,"""The Green Mile"" is a poignant and moving drama set in a death row prison. The film, directed by Frank Darabont, weaves a tale of compassion, injustice, and the supernatural. Tom Hanks delivers a heartfelt performance as a prison guard, and Michael Clarke Duncan is exceptional as an inmate with mysterious healing powers. The movie's emotional depth, strong character development, and exploration of moral complexities contribute to its status as a powerful cinematic experience. ""The Green Mile"" leaves a lasting impact, prompting viewers to reflect on themes of empathy, redemption, and the consequences of societal injustice.",,2024-01-12
2024-01-12,Guntur Kaaram,2024,https://boxd.it/5zpmux,2,,"Guntur kaaram is a outdated low effort drama movie with one man show Mahesh Babu.But it ain't good enough to make the movie engaging because of boring proceedings, screenplay especially the story is so weak.Makers took the audience for granted it seems.
Coming to positives
-Mahesh Babu
Negatives
-Story, screenplay, writing 
-Background score",,2024-01-12
2024-01-13,Gravity,2013,https://boxd.it/5zwp8j,3.5,,"<b>Intriguing</b>

Gravity is a space-survival thriller directed by Alfonso cuarón.The movie is so engaging from first to last with great direction and great visuals.",,2024-01-12
2024-01-14,Saltburn,2023,https://boxd.it/5Aa571,3.5,,"<b>Saltburn is about obsessive person Oliver and his acts to become the owner of saltburn.The movie clearly describes that Oliver is a moth and light is saltburn but except he reaches it.Barry keoghan really suits for these types of roles like cunning, innocent and odd all at the same time.</b>",,2024-01-14
2024-01-15,Dumb Money,2023,https://boxd.it/5AO4Ot,3.5,,Honestly speaking I couldn't understand all of it but I did understand some from the movie.I think Keith is a legend for doing all this for the community.As a movie it did entertained me well.,,2024-01-14
2024-01-15,The Holdovers,2023,https://boxd.it/5Bi0mZ,4,,"<b>Heartwarming!</b>

The holdovers is about a Teacher looking after a student in school during Christmas holidays.I really got connected to the characters due to their vulnerabilities and innocence.This movie is a perfect Christmas movie for those who miss their homes during Christmas holidays.",,2024-01-15
2024-01-16,Pride & Prejudice,2005,https://boxd.it/5BqZwx,3.5,,Little women except it is set in England!,,2024-01-16
2024-01-17,Paterson,2016,https://boxd.it/5BYQNH,3.5,,"Ah ha!

Paterson shows a week of a guy named Paterson's life living in Paterson,New Jersey who is living a mundane life with poetry in it.The first thing came in to my mind after watching this movie is no one can be like Paterson as he never express anything really.",,2024-01-17
2024-01-19,Avatar: The Way of Water,2022,https://boxd.it/5CT45h,3.5,Yes,James Cameron🫡,,2024-01-18
2024-01-19,Sleepless in Seattle,1993,https://boxd.it/5CTUKL,4.5,,Sleepless in Seattle is one of the best rom-com I have ever seen it is because that the story itself is so refreshing.Sam and Annie meet only once in the movie but we feel the emotions around them that teels us how good the movie is made.,,2024-01-19
2024-01-20,Naanum Rowdydhaan,2015,https://boxd.it/5Di0If,3.5,,"Entertaining!

<b>Nen rowdy ne </b>is a entertaining movie about kadambari (nayantarara) seeking revenge of his parents death with help of pandu(Vijay).The movie is a good entertainer with comedy and emotions.",,2024-01-19
2024-01-21,Salaar: Part 1 - Ceasefire,2023,https://boxd.it/5DLxjv,3.5,Yes,Action scenes are so good to watch with great camera work and fantastic background score!,,2024-01-20
2024-01-21,Raja Raja Chora,2021,https://boxd.it/5DQ5Dd,4,Yes,Moral of the story: <i>karma is a boomerang.</i>,,2024-01-20
2024-01-26,Hanu-Man,2024,https://boxd.it/5GjYlJ,3.5,,Last fifteen minutes 🔥🔥,,2024-01-25
2024-01-28,You've Got Mail,1998,https://boxd.it/5HL2wp,4,,"""You've Got Mail"" is a delightful romantic comedy that captures the essence of online romance in the early days of the internet. Tom Hanks and Meg Ryan shine as the lovable leads who unknowingly fall in love through email while being rivals in real life. The film's witty dialogue and charming chemistry between the characters make it a heartwarming and enjoyable watch. Directed by Nora Ephron, ""You've Got Mail"" is a nostalgic journey that celebrates the magic of connection and love in the digital age.",,2024-01-28
2024-02-04,Sapta Sagaradaache Ello - Side B,2023,https://boxd.it/5KAmPh,3.5,,Depressing movie of the year!,,2024-02-03
2024-02-04,Phone Booth,2002,https://boxd.it/5KLoMV,4,,"""Phone Booth"" is a tense and claustrophobic thriller that keeps you on the edge of your seat from start to finish. With its innovative concept of a man trapped in a phone booth by a sniper, the film explores themes of guilt, redemption, and the consequences of our actions. Colin Farrell delivers a riveting performance as the morally compromised protagonist, while Kiefer Sutherland's menacing voice adds an extra layer of suspense.",,2024-02-04
2024-02-10,Guntur Kaaram,2024,https://boxd.it/5Nn2P3,3,Yes,"Mahesh babu saying
Ramana gadu❎
Ravan gadu✅",,2024-02-09
2024-02-11,Sicario,2015,https://boxd.it/5NSMgF,4,,"""Sicario"" is a gripping thriller that delves into the dark world of drug cartels and the moral ambiguity of law enforcement. With intense action sequences, breathtaking cinematography, and powerhouse performances from its cast, including Emily Blunt, Josh Brolin, and Benicio del Toro, the film keeps viewers on the edge of their seats throughout.",,2024-02-11
2024-02-11,Chhichhore,2019,https://boxd.it/5Oebwv,4,Yes,Chhichhore holds a special place in my heart as a cult film due to the relatable characters and the bonding between them and most importantly the never give up attitude played a huge impact on me.,,2024-02-11
2024-02-12,Knives Out,2019,https://boxd.it/5OIr1t,4,Yes,"<blockquote>""Eat shit. Eat shit. Eat shit. Definitely eat shit.""</blockquote>This dialogue from Chris Evans is hilarious 🤣🤣",,2024-02-12
2024-02-15,Battle of the Sexes,2017,https://boxd.it/5PG7Y1,3.5,,That's so competative to watch.,,2024-02-14
2024-02-19,Joker,2019,https://boxd.it/5Rr5R1,3.5,Yes,"Well,that's some best acting I have seen in years.",,2024-02-18
2024-02-19,Saba Nayagan,2023,https://boxd.it/5RR01r,3,,Entertaining rom-com with good twist at the end.,,2024-02-19
2024-02-22,A Quiet Place,2018,https://boxd.it/5SZOTX,4,,"""A Quiet Place"" is a gripping horror thriller that relies on silence to heighten tension and deliver scares. Set in a post-apocalyptic world overrun by sound-sensitive creatures, the film follows a family's struggle to survive in near-total silence. Directed by John Krasinski, who also stars alongside Emily Blunt, the movie masterfully builds suspense through its minimalist approach to storytelling.",,2024-02-21
2024-02-23,A Quiet Place Part II,2020,https://boxd.it/5Tod3b,3.5,,"""A Quiet Place Part II"" picks up right where the first film left off, plunging viewers back into a world where silence is survival. Directed by John Krasinski, this sequel expands on the original's premise while delivering new thrills and challenges for the Abbott family.",,2024-02-22
2024-02-24,Fargo,1996,https://boxd.it/5TNbj7,4.5,,"""Fargo"" is a darkly comedic crime thriller that captivates audiences with its unique blend of wit and suspense. Set in the snowy landscapes of Minnesota, the film follows a quirky cast of characters caught up in a web of murder and deception.",,2024-02-23
2024-02-25,The Secret Life of Walter Mitty,2013,https://boxd.it/5Ufngb,3.5,,"""The Secret Life of Walter Mitty"" is a visually stunning adventure that inspires viewers to chase their dreams. Ben Stiller shines in the lead role, portraying Walter Mitty's journey from a daydreamer to a courageous explorer.",,2024-02-24
2024-02-26,Month of Madhu,2023,https://boxd.it/5UNOwX,3.5,,Harsha dialogues are so funny and relatable at the same time.,,2024-02-25
2024-02-28,Poor Things,2023,https://boxd.it/5VJfbr,3.5,,"What's in the god heaven did I just see.Watching poor things movie made me feel wierd, humours and satisfying.Emma Stone as Bella Baxter is just simply amazing she literally carried the movie with her amazing acting from start to end.

Coming to technicalities the set pieces are well crafted, the camera work is great and background score made the movie so much more wierd.And finally the director Yorgos Lanthimos did a perfect job,liked his taking and proceedings.Overall a weird si-fi drama movie.",,2024-02-27
2024-03-01,Once Upon a Time... in Hollywood,2019,https://boxd.it/5WyUs1,4,Yes,"<blockquote>""That was the best acting I’ve ever seen in my whole life.”</blockquote>",,2024-02-29
2024-03-02,Dune,2021,https://boxd.it/5WUpcP,4,Yes,"Paul atreides:
<blockquote>""I must not fear. Fear is the mind-killer. Fear is the little-death that brings total obliteration.""</blockquote>",,2024-02-28
2024-03-02,Dune,2021,https://boxd.it/5WUpt7,4,Yes,For visuals and bgm.,,2024-03-01
2024-03-02,Dune: Part Two,2024,https://boxd.it/5XgC4X,4,,"<b>Immense experience!</b>

Dune 2 provides wholesome experience with great visuals and background score.Dune 2 picks up where the first part ended,it takes some time but later portions of the movie is too good.Only disappointing thing for me is they could have shown Austin Butler's character more stronger.",,2024-03-02
2024-03-04,Samajavaragamana,2023,https://boxd.it/5Y3MDh,3,Yes,Quotes on Naresh Tshirts are too creative🤣.,,2024-03-03
2024-03-04,Searching,2018,https://boxd.it/5Y5OTv,3.5,,This film has new approach for storytelling which I liked it very much.This films has some good twists and turns and engaged me most of the part.Overall a good thriller with a new approach of storytelling.,,2024-03-04
2024-03-04,Bullet Train,2022,https://boxd.it/5Yv5cN,3.5,Yes,Some crazy shit.,,2024-03-04
2024-03-05,Marriage Story,2019,https://boxd.it/5YGc81,4,,"A heartfelt portrayal of love and loss, ""Marriage Story"" shows deep into the complexities of relationships. The performances by Scarlett Johansson and Adam Driver are raw and emotionally charged, drawing viewers into the pain and struggles of their characters.",,2024-03-05
2024-03-05,Brochevarevarura,2019,https://boxd.it/5YYsGJ,4.5,Yes,Two hours of pure entertainment.,,2024-03-05
2024-03-06,Past Lives,2023,https://boxd.it/5Zmunx,3.5,,"At starting of the movie he missed her.
At end she missed him.",,2024-03-06
2024-03-07,A Clockwork Orange,1971,https://boxd.it/5ZwSjf,4,,A clockwork Orange shows the need of free will in human beings.They conveyed the point very perfectly through the protagonist life.,,2024-03-07
2024-03-07,Batman Begins,2005,https://boxd.it/5ZMBM7,3.5,Yes,"<b>It's not who I am underneath, but what I do that defines me."" - Bruce Wayne</b>",,2024-03-07
2024-03-08,Southpaw,2015,https://boxd.it/5ZUHeh,3.5,,"Jake Gyllenhaal as Billy Hope nailed his performance,the toughness and compassion Jake bought to the role is just amazing.My adrenaline rush is too high while watching boxing scenes🔥.",,2024-03-08
2024-03-08,Gaami,2024,https://boxd.it/60buiz,4,,"Gaami gave the best cinematic experience in recent times.Except few logic less scenes this movies has everything like thrills and twists.Background score is too good,cinematography is top notch.Overall Gaami is a adventure thriller with great visuals and storytelling.",,2024-03-08
2024-03-10,Merry Christmas,2024,https://boxd.it/60GGK3,3.5,,Wtf!,,2024-03-09
2024-03-10,Ooru Peru Bhairavakona,2024,https://boxd.it/60L4ah,2.5,,Felt bored while watching the movie.Don't know why this movie failed to engage me.,,2024-03-09
2024-03-10,Ambulance,2022,https://boxd.it/60OY3n,3,,Looked like a GTA5 heist chase!,,2024-03-10
2024-03-11,Badlapur,2015,https://boxd.it/61fHex,3.5,,Hero❎ Villain✅,,2024-03-10
2024-03-11,Brokeback Mountain,2005,https://boxd.it/61swrr,4,,"Brokeback mountain is a feel-good film directed by Ang Lee starring Jake Gyllenhaal,Heath ledger, Anna Hathway and Michelle Williams.I never felt bored or disconnected while watching the movie as the story and performances are soo good by Jake and heath.",,2024-03-11
2024-03-13,The Gentlemen,2019,https://boxd.it/62j0vx,4,,They are fine Gentlemen!,,2024-03-12
2024-03-13,Edge of Tomorrow,2014,https://boxd.it/62nUBz,4,,"<b>Engaging!</b>

Edge of tomorrow is a time loop thriller starting Tom cruise and Emily blunt. The story and screenplay are so good enough that we get quickly engaged in to the movie. Technically this movie is brilliantly made.",,2024-03-13
2024-03-14,Manchester by the Sea,2016,https://boxd.it/62Nd8V,4,,Me while watching the movie 😕,,2024-03-13
2024-03-15,Andhadhun,2018,https://boxd.it/636IR1,4,Yes,To me <i>This is cinema🫡</i>,,2024-03-14
2024-03-15,End of Watch,2012,https://boxd.it/63aF8v,3.5,,Jake Gyllenhaal movie never dissapints. This is the best cop movies I have ever seen and it could have been great if it is not shot in documentary style in my opinion.,,2024-03-14
2024-03-16,Tropic Thunder,2008,https://boxd.it/63C3hv,3.5,,"<i>What a crazy shit!
Never saw a movie this dumb and enjoyed a lot!
</i><blockquote><i>""I'm just like little boy,playing with his .... when he's nervous""
</i><i>""I don't read the script script reads me!!""</i></blockquote><i>     For me these are the funniest lines of the movie.</i>",,2024-03-16
2024-03-17,Heat,1995,https://boxd.it/648tqR,3.5,,"<b>An absolute banger!!</b>

Heat is a car and mouse game between Neil(Robert deNiro) a bank robber and Vincent a police. The face off between them is shown brilliantly as we can feel the heat between them.",,2024-03-17
2024-03-20,Edge of Tomorrow,2014,https://boxd.it/65CLWb,4,Yes,<blockquote>'There's no courage without fear.' </blockquote>,,2024-03-18
2024-03-20,Coherence,2013,https://boxd.it/65CN83,4,Yes,Tbh I didn't understand a single thing!,,2024-03-19
2024-03-21,Needi Naadi Oke Katha,2018,https://boxd.it/662mmp,4.5,Yes,Such a relatable movie..,,2024-03-20
2024-03-22,Road House,2024,https://boxd.it/66ntOx,3.5,,"<b>Raod House is about a ex-UFC fighter hired as a bouncer at a bar called RoadHouse in florida to stop fights happening there,things get tricky when he learns that Ben who is a rich guy want the place where RoadHouse is for construction of his resort.

The Fighting choreography is just amazing and the camera movements are are so fresh to watch. Jake as always have his best. Overall a good action movie. </b>",,2024-03-21
2024-03-25,Om Bheem Bush,2024,https://boxd.it/67Lr6v,3.5,,"No Logic Only Magic!

Om Bheem bush justifies it's tagline No logic Only Magic.For me the first half of the movie is pretty entertaining with some good laughable scenes here and there.And the horror scenes in the second half are also good to watch.",,2024-03-24
2024-03-25,Scream,1996,https://boxd.it/67OVtZ,3.5,,"""Scream"" is a classic horror film that combines suspense, humor, and plenty of scares. The movie follows a group of teenagers who are targeted by a masked killer known as Ghostface. What sets ""Scream"" apart is its self-awareness and clever references to other horror movies. The characters are smart and relatable, and the film keeps you guessing until the very end. With its iconic scenes and memorable quotes, ""Scream"" is a must-watch for horror fans everywhere.",,2024-03-24
2024-03-25,Appatlo Okadundevadu,2016,https://boxd.it/68cPfl,4,Yes,Ego clash films gonna be my favourite genre!,,2024-03-25
2024-03-25,Burn After Reading,2008,https://boxd.it/68eMQn,3.5,,"""Burn After Reading"" is a quirky and darkly comedic film that follows a group of eccentric characters who become entangled in a web of intrigue and espionage. With a stellar cast including George Clooney, Brad Pitt, and Frances McDormand, the movie is filled with absurd situations and unexpected twists. The humor is sharp and witty, keeping viewers engaged from start to finish. While the plot may be convoluted at times, the performances and clever dialogue make ""Burn After Reading"" an enjoyable ride. Overall, it's a unique and entertaining take on the spy genre.",,2024-03-25
